xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1212.5,6,6,226.19,25.76,24.58,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1233.3,6,6,247,28.44,27.08,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1238.7,6,6,270.46,31.56,29.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1253,6,6,204.11,23.15,22.17,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1261.7,6,6,240.8,27.54,26.25,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1351.57,6,6,284.95,33.78,31.91,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1380.31,6,6,219.88,24.94,23.82,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1487,6,6,258.06,29.79,28.33,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1499,6,6,224.72,25.49,24.33,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1539,6,6,225.38,25.66,24.47,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1541.3,6,6,227.43,24.82,23.72,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1542.3,6,6,278.44,33.03,31.2,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1574.1,6,6,276.01,36.06,33.81,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1577.4,6,6,215.13,23.51,22.49,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1616,6,6,300.5,36.35,34.15,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1648.7,6,6,198.01,22.54,21.7,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1659.5,6,6,192.27,31.69,28.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1698.5,6,6,289.93,34.91,32.85,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1753.1,6,6,286.35,33.46,31.47,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1779.6,6,6,224.38,25.63,24.45,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1975.13,6,6,202.18,28.25,27.4,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2026.54,6,6,234.18,32.54,31.46,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2078.09,6,6,208.19,29.94,28.9,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2161.01,6,6,194.72,28.13,27.22,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2166.04,6,6,299.14,43.43,41.22,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2201.94,6,6,307.6,44.17,41.85,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2304.67,6,6,210.26,30.15,29.13,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2502.94,6,6,289.32,41.6,39.64,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2558.58,6,6,242.64,36.91,35.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2340.14,6,6,310.84,57.34,43.46,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2350.85,6,6,308.16,62.69,45.22,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2358.08,6,6,300.91,56.58,41.36,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2378.92,6,6,397.52,72,57.4,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2388.39,6,6,365.24,60.9,56.15,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2396.71,6,6,372.63,59.24,59.26,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2410.93,6,6,278.03,48.7,40.04,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2426.63,6,6,328.64,56.17,47.98,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2454.51,6,6,317.71,54.3,46.75,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2473.82,6,6,337.65,57.02,48.56,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2497.34,6,6,351.97,60.93,50.72,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2498.3,6,6,349.77,69,44.74,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2517.16,6,6,247.63,46.23,35.52,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2540.44,6,6,333.81,55.9,50.82,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2572.4,6,6,303.13,49.34,46.24,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2019.29,6,6,347.53,64.31,46.2,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_henehan_2013_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,12.55,4,4,206.34,29,29,"Henehan et al., 2013. Calibration of the boron isotope proxy in the planktonic foraminifera Globigerinoides ruber for use in palaeo-CO2 reconstruction. Earth Planet. Sci. Lett. 364; 111-122. Recalculated data originally generated by Foster (2008), EPSL",10.1016/j.epsl.2012.12.029,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,added age uncertainty in agreement with LR08,3.83167,-41.62167
